transaction_id,account_id,destino_id,tipo,valor,data_hora,canal,cliente,cpf,agencia,saldo_inicial,status_conta,perfil_risco_cliente,limite_diario,motivo,status_processamento,impacto_financeiro,valor_acima_limite,conta_invalida,conta_bloqueada,horario_sensivel,duplicada,risk_score,nivel_risco,prioridade_auditoria
TRX0002280,ACC00048,,CARTAO,249.15,2026-04-20T12:21:37,INTERNET_BANKING,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,46.67,MEDIO,ATENCAO
TRX0000312,ACC00048,,DEPOSITO,389.62,2026-03-09T22:14:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,46.58,MEDIO,ATENCAO
TRX0000230,ACC00037,ACC00060,PIX,219.48,2026-03-09T20:02:37,ATM,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,46.2,MEDIO,ATENCAO
TRX0001977,ACC00066,,SAQUE,6498.62,2026-05-07T22:17:37,APP,Felipe Barbosa,463.975.941-09,9637.0,1730.15,ATIVA,BAIXO,3039.97,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,46.16,MEDIO,ATENCAO
TRX0001309,ACC00048,,SAQUE,631.39,2026-05-14T22:41:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,46.13,MEDIO,ATENCAO
TRX0000933,ACC00042,,DEPOSITO,271.77,2026-05-03T04:18:37,CAIXA,Gabriela Costa,307.139.545-72,6727.0,4894.15,ATIVA,ALTO,8581.55,APROVADA,APROVADA,271.77,False,False,False,True,False,46.02,MEDIO,ATENCAO
TRX0000454,ACC00037,,BOLETO,936.81,2026-05-24T10:29:37,INTERNET_BANKING,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.98,MEDIO,ATENCAO
TRX0000879,ACC00050,,BOLETO,8145.5,2026-03-11T07:24:37,APP,Rafael Oliveira,288.961.548-33,1720.0,4098.34,ATIVA,BAIXO,5040.81,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,45.78,MEDIO,ATENCAO
TRX0000792,ACC00037,,SAQUE,509.77,2026-03-13T11:16:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.71,MEDIO,ATENCAO
TRX0001711,ACC00055,ACC00058,PIX,454.56,2026-03-20T07:01:37,ATM,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.68,MEDIO,ATENCAO
TRX0000441,ACC00048,,BOLETO,2922.2,2026-04-02T16:17:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.58,MEDIO,ATENCAO
TRX0000684,ACC00108,ACC00009,PIX,14502.0,2026-03-04T12:30:37,APP,Rafael Barbosa,703.111.080-36,9912.0,4653.53,ATIVA,BAIXO,10733.58,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,45.58,MEDIO,ATENCAO
TRX0000900,ACC00082,ACC00010,PIX,14847.49,2026-05-09T08:28:37,APP,Diego Barbosa,475.832.429-14,5697.0,2150.84,ATIVA,BAIXO,12815.05,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,45.58,MEDIO,ATENCAO
TRX0002107,ACC00111,,BOLETO,1340.01,2026-05-02T19:50:37,CAIXA,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.45,MEDIO,ATENCAO
TRX0001590,ACC00073,,CARTAO,178.73,2026-05-11T00:39:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,45.26,MEDIO,ATENCAO
TRX0002461,ACC00103,ACC00078,TED,527.29,2026-04-17T00:25:37,APP,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,45.18,MEDIO,ATENCAO
TRX0000128,ACC00073,,BOLETO,665.64,2026-05-07T10:13:37,CAIXA,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.09,MEDIO,ATENCAO
TRX0001439,ACC00016,,CARTAO,854.78,2026-03-27T18:20:37,CAIXA,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,45.0,MEDIO,ATENCAO
TRX0000797,ACC00014,,BOLETO,1771.12,2026-03-30T05:56:37,APP,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,44.89,MEDIO,ATENCAO
TRX0000339,ACC00014,ACC00029,TED,606.72,2026-04-30T10:22:37,CAIXA,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.8,MEDIO,ATENCAO
TRX0000310,ACC00016,,BOLETO,1742.68,2026-03-31T05:34:37,APP,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,44.74,MEDIO,ATENCAO
TRX0000785,ACC00037,,CARTAO,1940.56,2026-05-01T07:02:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.68,MEDIO,ATENCAO
TRX0001860,ACC00111,ACC00050,PIX,1089.61,2026-04-03T02:04:37,INTERNET_BANKING,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,44.61,MEDIO,ATENCAO
TRX0001362,ACC00111,ACC00071,TED,443.6,2026-03-03T12:44:37,ATM,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.54,MEDIO,ATENCAO
TRX0001645,ACC00103,ACC00065,TED,984.56,2026-04-04T08:33:37,ATM,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.45,MEDIO,ATENCAO
TRX0000741,ACC00073,,SAQUE,47.57,2026-03-16T14:44:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.14,MEDIO,ATENCAO
TRX0000506,ACC00048,ACC00071,TED,810.31,2026-04-20T06:44:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.86,MEDIO,ATENCAO
TRX0001211,ACC00014,ACC00107,PIX,2636.75,2026-03-03T05:31:37,APP,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,43.84,MEDIO,ATENCAO
TRX0001627,ACC00073,ACC00004,PIX,190.95,2026-03-05T03:58:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,43.81,MEDIO,ATENCAO
TRX0001809,ACC00048,ACC00057,PIX,1466.67,2026-03-08T20:58:37,INTERNET_BANKING,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.66,MEDIO,ATENCAO
TRX0002216,ACC00111,,BOLETO,202.89,2026-04-23T04:31:37,APP,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,43.53,MEDIO,ATENCAO
TRX0000258,ACC00111,,DEPOSITO,590.3,2026-05-11T17:31:37,INTERNET_BANKING,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.46,MEDIO,ATENCAO
TRX0001709,ACC00111,ACC00101,PIX,743.68,2026-05-19T04:39:37,INTERNET_BANKING,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,43.4,MEDIO,ATENCAO
TRX0000153,ACC00009,,CARTAO,6629.32,2026-05-27T18:23:37,APP,Marcos Costa,959.146.441-32,3713.0,3388.88,ATIVA,BAIXO,4273.14,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,43.38,MEDIO,ATENCAO
TRX0000723,ACC00014,,SAQUE,1075.16,2026-05-06T14:39:37,INTERNET_BANKING,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.34,MEDIO,ATENCAO
TRX0002297,ACC00073,,CARTAO,1434.33,2026-03-30T21:50:37,ATM,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.26,MEDIO,ATENCAO
TRX0001474,ACC00073,,DEPOSITO,361.88,2026-03-05T23:19:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.23,MEDIO,ATENCAO
TRX0001265,ACC00084,ACC00091,PIX,9705.3,2026-04-01T07:40:37,APP,Felipe Teixeira,504.193.254-08,8611.0,1720.32,ATIVA,BAIXO,7451.5,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,43.08,MEDIO,ATENCAO
TRX0001185,ACC00048,,BOLETO,71.79,2026-04-29T09:34:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.9,MEDIO,ATENCAO
TRX0001189,ACC00055,,CARTAO,1100.43,2026-04-23T13:59:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.79,MEDIO,ATENCAO
TRX0001772,ACC00014,,BOLETO,392.7,2026-05-10T05:01:37,APP,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,42.77,MEDIO,ATENCAO
TRX0001477,ACC00055,,BOLETO,1743.75,2026-04-24T21:24:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.74,MEDIO,ATENCAO
TRX0000124,ACC00016,,BOLETO,467.25,2026-05-16T04:20:37,APP,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,42.67,MEDIO,ATENCAO
TRX0001725,ACC00103,ACC00022,PIX,363.43,2026-03-26T19:34:37,CAIXA,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.5,MEDIO,ATENCAO
TRX0001353,ACC00048,,BOLETO,136.14,2026-03-03T21:17:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.27,MEDIO,ATENCAO
TRX0001010,ACC00073,ACC00101,PIX,1057.68,2026-04-30T12:06:37,CAIXA,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.13,MEDIO,ATENCAO
TRX0000063,ACC00055,,CARTAO,575.03,2026-05-17T17:45:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.1,MEDIO,ATENCAO
TRX0001146,ACC00048,,BOLETO,1154.87,2026-04-27T21:54:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,42.09,MEDIO,ATENCAO
TRX0001658,ACC00014,ACC00045,PIX,779.9,2026-05-31T09:26:37,CAIXA,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.74,MEDIO,ATENCAO
TRX0002350,ACC00073,ACC00022,TED,3475.93,2026-05-22T21:16:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.74,MEDIO,ATENCAO
TRX0001282,ACC00073,ACC00113,PIX,1555.47,2026-04-25T02:52:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,41.71,MEDIO,ATENCAO
TRX0000781,ACC00048,ACC00066,PIX,695.65,2026-04-29T22:56:37,INTERNET_BANKING,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.44,MEDIO,ATENCAO
TRX0000878,ACC00111,,BOLETO,577.34,2026-05-11T12:49:37,ATM,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.4,MEDIO,ATENCAO
TRX0002138,ACC00037,ACC00022,PIX,657.82,2026-05-25T10:46:37,INTERNET_BANKING,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.33,MEDIO,ATENCAO
TRX0001588,ACC00066,,BOLETO,4208.0,2026-03-22T20:59:37,APP,Felipe Barbosa,463.975.941-09,9637.0,1730.15,ATIVA,BAIXO,3039.97,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,41.18,MEDIO,ATENCAO
TRX0001070,ACC00111,ACC00100,PIX,134.85,2026-03-23T01:26:37,APP,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,41.12,MEDIO,ATENCAO
TRX0000540,ACC00037,,BOLETO,546.27,2026-04-28T17:01:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.01,MEDIO,ATENCAO
TRX0002491,ACC00014,ACC00100,TED,76.12,2026-04-12T12:38:37,INTERNET_BANKING,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.93,MEDIO,ATENCAO
TRX0000413,ACC00048,,BOLETO,299.53,2026-05-20T07:49:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.74,MEDIO,ATENCAO
TRX0000296,ACC00103,ACC00082,PIX,1012.67,2026-04-13T03:59:37,APP,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,40.63,MEDIO,ATENCAO
TRX0001727,ACC00073,ACC00081,TED,161.43,2026-03-25T23:25:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.54,MEDIO,ATENCAO
TRX0002144,ACC00048,,BOLETO,437.88,2026-05-21T11:06:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.49,MEDIO,ATENCAO
TRX0000531,ACC00048,ACC00014,PIX,1691.69,2026-04-17T15:38:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.2,MEDIO,ATENCAO
TRX0000473,ACC00033,ACC00083,TED,232.53,2026-05-30T10:32:37,INTERNET_BANKING,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.19,MEDIO,ATENCAO
TRX0002453,ACC00055,ACC00090,PIX,78.15,2026-03-11T09:22:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.1,MEDIO,ATENCAO
TRX0002079,ACC00033,ACC00120,TED,288.54,2026-05-05T17:40:37,INTERNET_BANKING,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,40.07,MEDIO,ATENCAO
TRX0000876,ACC00014,ACC00087,PIX,301.2,2026-05-02T00:48:37,APP,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,40.04,MEDIO,ATENCAO
TRX0002295,ACC00016,,CARTAO,1492.14,2026-03-12T13:24:37,INTERNET_BANKING,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,39.95,MEDIO,ATENCAO
TRX0001766,ACC00033,ACC00010,TED,406.69,2026-03-29T19:41:37,INTERNET_BANKING,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,39.91,MEDIO,ATENCAO
TRX0000297,ACC00033,ACC00093,TED,2438.23,2026-04-22T14:13:37,APP,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,39.88,MEDIO,ATENCAO
TRX0002377,ACC00014,,CARTAO,49.41,2026-05-06T16:35:37,INTERNET_BANKING,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,39.88,MEDIO,ATENCAO
TRX0001964,ACC00016,ACC00006,PIX,133.67,2026-04-06T13:10:37,ATM,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,39.5,MEDIO,ATENCAO
TRX0000069,ACCX61173,ACC00034,PIX,127.34,2026-03-12T02:32:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO,CRITICA
TRX0000156,ACCX56105,,CARTAO,31523.4,2026-04-08T10:55:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO,CRITICA
TRX0000222,ACCX69048,ACC00089,TED,173.77,2026-03-14T02:45:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO,CRITICA
TRX0000688,ACCX79391,,CARTAO,10697.0,2026-04-16T16:47:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO,CRITICA
TRX0000916,ACCX39135,,BOLETO,1718.83,2026-04-05T20:19:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO,CRITICA
TRX0001039,ACCX43081,,SAQUE,1564.56,2026-04-11T08:06:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO,CRITICA
TRX0001072,ACCX45851,,CARTAO,82.83,2026-05-30T23:12:37,CAIXA,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO,CRITICA
TRX0001076,ACCX79963,,SAQUE,190.41,2026-05-08T16:59:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO,CRITICA
TRX0001094,ACCX65164,ACC00085,PIX,2990.74,2026-05-28T03:21:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO,CRITICA
TRX0001154,ACCX16366,,SAQUE,240.86,2026-04-08T01:20:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO,CRITICA
TRX0002380,ACCX60321,ACC00060,PIX,291.0,2026-05-23T02:31:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO,CRITICA
TRX0002446,ACC00037,,BOLETO,34358.87,2026-04-05T02:57:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,True,False,True,True,False,100.0,ALTO,CRITICA
TRX0002456,ACCX96356,,CARTAO,1689.99,2026-05-01T03:19:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO,CRITICA
TRX0001102,ACCX98032,,DEPOSITO,136.56,2026-05-21T17:37:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,99.98,ALTO,CRITICA
TRX0002322,ACCX70902,ACC00107,TED,388.87,2026-03-24T07:44:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,99.93,ALTO,CRITICA
TRX0002238,ACCX77809,,CARTAO,1039.27,2026-04-25T13:22:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,99.06,ALTO,CRITICA
TRX0001819,ACCX40885,,CARTAO,198.55,2026-03-16T23:52:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,98.72,ALTO,CRITICA
TRX0001370,ACCX65249,ACC00064,PIX,527.47,2026-03-30T17:27:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,97.43,ALTO,CRITICA
TRX0000868,ACCX75065,,BOLETO,656.5,2026-05-14T08:24:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,97.17,ALTO,CRITICA
TRX0002260,ACCX54430,ACC00031,TED,1221.22,2026-03-11T22:53:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,97.1,ALTO,CRITICA
TRX0000832,ACCX72496,ACC00010,TED,480.58,2026-05-12T09:25:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,94.93,ALTO,CRITICA
TRX0001973,ACCX22934,,BOLETO,1576.8,2026-04-03T06:04:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,94.78,ALTO,CRITICA
TRX0001706,ACCX94985,ACC00003,TED,310.45,2026-03-11T14:54:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,94.66,ALTO,CRITICA
TRX0001965,ACCX22648,ACC00101,PIX,106.88,2026-04-14T16:16:37,INTERNET_BANKING,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,94.65,ALTO,CRITICA
TRX0000260,ACCX49132,,CARTAO,689.58,2026-05-06T08:17:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,94.27,ALTO,CRITICA
TRX0002335,ACCX72459,,CARTAO,640.35,2026-03-29T20:49:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,94.18,ALTO,CRITICA
TRX0001902,ACCX81584,,CARTAO,460.35,2026-04-01T10:04:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,93.51,ALTO,CRITICA
