transaction_id,account_id,destino_id,tipo,valor,data_hora,canal,cliente,cpf,agencia,saldo_inicial,status_conta,perfil_risco_cliente,limite_diario,motivo,status_processamento,impacto_financeiro,valor_acima_limite,conta_invalida,conta_bloqueada,horario_sensivel,duplicada,risk_score,nivel_risco
TRX0000678,ACC00098,ACC00093,TED,502.35,2026-04-24T16:10:37,ATM,Rafael Pereira,341.988.338-57,5407.0,3990.75,ATIVA,BAIXO,22947.79,APROVADA,APROVADA,502.35,False,False,False,False,False,14.6,BAIXO
TRX0000679,ACC00063,ACC00094,PIX,272.49,2026-04-09T12:15:37,APP,Rafael Ribeiro,834.489.975-59,3560.0,3383.18,ATIVA,BAIXO,22863.02,APROVADA,APROVADA,272.49,False,False,False,False,False,0.16,BAIXO
TRX0000680,ACC00022,,BOLETO,2325.73,2026-03-20T17:04:37,INTERNET_BANKING,Marcos Lima,091.519.784-46,8062.0,4836.97,ATIVA,MEDIO,20225.2,APROVADA,APROVADA,2325.73,False,False,False,False,False,19.57,BAIXO
TRX0000681,ACC00118,ACC00083,PIX,410.42,2026-05-07T03:17:37,INTERNET_BANKING,Elisa Ribeiro,353.393.035-03,2494.0,8949.95,ATIVA,BAIXO,14722.8,APROVADA,APROVADA,410.42,False,False,False,True,False,12.96,BAIXO
TRX0000682,ACC00068,ACC00109,PIX,470.4,2026-04-28T10:55:37,INTERNET_BANKING,Diego Lima,102.148.101-52,5405.0,891.47,ATIVA,MEDIO,21268.29,APROVADA,APROVADA,470.4,False,False,False,False,False,10.91,BAIXO
TRX0000683,ACC00105,,CARTAO,802.39,2026-03-25T22:58:37,APP,Carla Martins,282.158.903-13,5804.0,1495.53,ATIVA,BAIXO,11753.44,APROVADA,APROVADA,802.39,False,False,False,False,False,4.29,BAIXO
TRX0000684,ACC00108,ACC00009,PIX,14502.0,2026-03-04T12:30:37,APP,Rafael Barbosa,703.111.080-36,9912.0,4653.53,ATIVA,BAIXO,10733.58,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,45.58,MEDIO
TRX0000685,ACC00002,,BOLETO,531.95,2026-03-29T12:51:37,INTERNET_BANKING,Carla Souza,764.854.420-58,1574.0,8027.31,ATIVA,MEDIO,9831.36,APROVADA,APROVADA,531.95,False,False,False,False,False,14.7,BAIXO
TRX0000686,ACC00080,,DEPOSITO,91.2,2026-03-23T23:32:37,INTERNET_BANKING,Henrique Almeida,299.387.986-36,3871.0,63638.14,ATIVA,BAIXO,15641.71,APROVADA,APROVADA,91.2,False,False,False,False,False,14.6,BAIXO
TRX0000687,ACC00062,,BOLETO,328.79,2026-05-20T04:48:37,APP,Otavio Rocha,750.349.243-11,4288.0,1348.35,ATIVA,BAIXO,12152.08,APROVADA,APROVADA,328.79,False,False,False,True,False,12.67,BAIXO
TRX0000688,ACCX79391,,CARTAO,10697.0,2026-04-16T16:47:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO
TRX0000689,ACC00037,ACC00105,PIX,340.9,2026-04-17T08:52:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,38.12,MEDIO
TRX0000690,ACC00056,,BOLETO,2522.0,2026-04-26T18:07:37,APP,Bruno Barbosa,578.465.964-91,9860.0,4555.69,ATIVA,MEDIO,9642.58,APROVADA,APROVADA,2522.0,False,False,False,False,False,14.91,BAIXO
TRX0000691,ACC00118,,CARTAO,98.66,2026-03-03T13:33:37,INTERNET_BANKING,Elisa Ribeiro,353.393.035-03,2494.0,8949.95,ATIVA,BAIXO,14722.8,APROVADA,APROVADA,98.66,False,False,False,False,False,9.64,BAIXO
TRX0000692,ACC00080,,BOLETO,449.41,2026-05-14T14:55:37,APP,Henrique Almeida,299.387.986-36,3871.0,63638.14,ATIVA,BAIXO,15641.71,APROVADA,APROVADA,449.41,False,False,False,False,False,2.56,BAIXO
TRX0000693,ACC00102,,BOLETO,2758.52,2026-03-11T20:23:37,APP,Larissa Barbosa,915.722.482-64,2006.0,907.54,ATIVA,BAIXO,14476.35,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,7.42,BAIXO
TRX0000694,ACC00059,,CARTAO,1492.03,2026-05-04T18:21:37,CAIXA,Marcos Rocha,383.092.162-84,1040.0,4637.92,ATIVA,BAIXO,10931.86,APROVADA,APROVADA,1492.03,False,False,False,False,False,15.72,BAIXO
TRX0000695,ACC00088,,BOLETO,58.41,2026-03-31T07:04:37,APP,Henrique Oliveira,358.431.311-90,5337.0,16037.01,ATIVA,BAIXO,6381.36,APROVADA,APROVADA,58.41,False,False,False,False,False,5.0,BAIXO
TRX0000696,ACC00110,,DEPOSITO,96.14,2026-04-01T06:45:37,APP,Felipe Rocha,405.096.346-22,4767.0,3373.26,ATIVA,BAIXO,10556.18,APROVADA,APROVADA,96.14,False,False,False,False,False,10.39,BAIXO
TRX0000697,ACC00049,,BOLETO,1296.55,2026-05-20T07:32:37,APP,Natalia Rocha,177.396.306-27,5725.0,6644.16,ATIVA,MEDIO,24744.63,APROVADA,APROVADA,1296.55,False,False,False,False,False,12.25,BAIXO
TRX0000698,ACC00002,,BOLETO,500.34,2026-03-22T18:38:37,ATM,Carla Souza,764.854.420-58,1574.0,8027.31,ATIVA,MEDIO,9831.36,APROVADA,APROVADA,500.34,False,False,False,False,False,19.23,BAIXO
TRX0000699,ACC00056,ACC00043,PIX,969.0,2026-05-03T05:14:37,INTERNET_BANKING,Bruno Barbosa,578.465.964-91,9860.0,4555.69,ATIVA,MEDIO,9642.58,APROVADA,APROVADA,969.0,False,False,False,True,False,21.93,BAIXO
TRX0000700,ACC00110,,SAQUE,568.23,2026-04-21T18:30:37,APP,Felipe Rocha,405.096.346-22,4767.0,3373.26,ATIVA,BAIXO,10556.18,APROVADA,APROVADA,568.23,False,False,False,False,False,7.91,BAIXO
TRX0000701,ACC00006,ACC00116,TED,718.69,2026-04-28T20:28:37,APP,Elisa Santos,545.501.214-66,5239.0,800.64,ATIVA,BAIXO,14509.12,APROVADA,APROVADA,718.69,False,False,False,False,False,5.63,BAIXO
TRX0000702,ACC00114,,DEPOSITO,1234.17,2026-03-16T04:41:37,APP,Gabriela Dias,880.960.710-14,6575.0,1241.63,ATIVA,MEDIO,20765.51,APROVADA,APROVADA,1234.17,False,False,False,True,False,28.06,BAIXO
TRX0000703,ACC00010,,BOLETO,912.78,2026-04-30T05:00:37,APP,Felipe Teixeira,394.642.792-72,7451.0,1571.43,ATIVA,BAIXO,22711.16,APROVADA,APROVADA,912.78,False,False,False,True,False,13.68,BAIXO
TRX0000704,ACC00073,ACC00023,PIX,1225.9,2026-03-29T15:56:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,34.98,MEDIO
TRX0000705,ACC00041,ACC00027,PIX,781.47,2026-04-04T05:51:37,INTERNET_BANKING,Otavio Rocha,010.207.597-65,1490.0,1427.26,ATIVA,MEDIO,18175.09,APROVADA,APROVADA,781.47,False,False,False,True,False,21.45,BAIXO
TRX0000706,ACC00097,,SAQUE,1051.17,2026-03-13T14:58:37,ATM,Natalia Teixeira,567.236.037-95,4596.0,2320.82,ATIVA,BAIXO,22065.03,APROVADA,APROVADA,1051.17,False,False,False,False,False,18.27,BAIXO
TRX0000707,ACC00010,,CARTAO,1828.39,2026-03-14T10:54:37,INTERNET_BANKING,Felipe Teixeira,394.642.792-72,7451.0,1571.43,ATIVA,BAIXO,22711.16,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,10.65,BAIXO
TRX0000708,ACC00107,ACC00087,PIX,101.09,2026-05-08T20:47:37,ATM,Gabriela Lima,575.237.255-77,5181.0,451.4,ATIVA,BAIXO,19160.03,APROVADA,APROVADA,101.09,False,False,False,False,False,9.85,BAIXO
TRX0000709,ACC00043,,SAQUE,1279.6,2026-05-31T07:58:37,APP,Gabriela Pereira,562.649.114-56,4635.0,21076.44,ATIVA,BAIXO,8034.78,APROVADA,APROVADA,1279.6,False,False,False,False,False,10.07,BAIXO
TRX0000710,ACC00089,,DEPOSITO,395.98,2026-05-29T15:58:37,APP,Carla Ferreira,803.119.039-60,5184.0,4724.06,ATIVA,BAIXO,24732.19,APROVADA,APROVADA,395.98,False,False,False,False,False,8.55,BAIXO
TRX0000711,ACC00045,ACC00056,PIX,74.9,2026-03-11T11:01:37,APP,Henrique Martins,120.535.575-65,6871.0,6356.63,ATIVA,BAIXO,11638.33,APROVADA,APROVADA,74.9,False,False,False,False,False,2.13,BAIXO
TRX0000712,ACC00010,ACC00099,TED,1479.34,2026-05-10T23:30:37,CAIXA,Felipe Teixeira,394.642.792-72,7451.0,1571.43,ATIVA,BAIXO,22711.16,APROVADA,APROVADA,1479.34,False,False,False,False,False,15.44,BAIXO
TRX0000713,ACC00077,ACC00100,TED,2067.53,2026-04-16T14:15:37,ATM,Carla Lima,959.007.354-49,1846.0,4818.93,ATIVA,MEDIO,5010.29,APROVADA,APROVADA,2067.53,False,False,False,False,False,24.25,BAIXO
TRX0000714,ACC00082,,BOLETO,880.76,2026-04-08T23:42:37,APP,Diego Barbosa,475.832.429-14,5697.0,2150.84,ATIVA,BAIXO,12815.05,APROVADA,APROVADA,880.76,False,False,False,False,False,3.6,BAIXO
TRX0000715,ACC00046,ACC00049,TED,603.64,2026-05-30T22:34:37,APP,Isabela Ribeiro,539.587.581-98,5532.0,3123.26,ATIVA,BAIXO,21178.49,APROVADA,APROVADA,603.64,False,False,False,False,False,5.35,BAIXO
TRX0000716,ACC00088,ACC00049,TED,296.56,2026-04-23T13:57:37,INTERNET_BANKING,Henrique Oliveira,358.431.311-90,5337.0,16037.01,ATIVA,BAIXO,6381.36,APROVADA,APROVADA,296.56,False,False,False,False,False,10.07,BAIXO
TRX0000717,ACC00080,,CARTAO,518.69,2026-04-15T00:13:37,INTERNET_BANKING,Henrique Almeida,299.387.986-36,3871.0,63638.14,ATIVA,BAIXO,15641.71,APROVADA,APROVADA,518.69,False,False,False,True,False,18.38,BAIXO
TRX0000718,ACC00011,,DEPOSITO,246.12,2026-05-28T10:11:37,APP,Carla Martins,727.385.514-80,7825.0,2260.76,ATIVA,BAIXO,15226.3,APROVADA,APROVADA,246.12,False,False,False,False,False,8.77,BAIXO
TRX0000719,ACC00082,,DEPOSITO,2757.15,2026-04-17T06:14:37,CAIXA,Diego Barbosa,475.832.429-14,5697.0,2150.84,ATIVA,BAIXO,12815.05,APROVADA,APROVADA,2757.15,False,False,False,False,False,20.44,BAIXO
TRX0000720,ACC00014,,BOLETO,1162.22,2026-05-03T05:06:37,ATM,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,True,70.67,ALTO
TRX0000721,ACC00098,,BOLETO,395.58,2026-03-04T20:43:37,APP,Rafael Pereira,341.988.338-57,5407.0,3990.75,ATIVA,BAIXO,22947.79,APROVADA,APROVADA,395.58,False,False,False,False,False,2.62,BAIXO
TRX0000722,ACC00056,,DEPOSITO,995.49,2026-04-18T03:53:37,APP,Bruno Barbosa,578.465.964-91,9860.0,4555.69,ATIVA,MEDIO,9642.58,APROVADA,APROVADA,995.49,False,False,False,True,False,26.95,BAIXO
TRX0000723,ACC00014,,SAQUE,1075.16,2026-05-06T14:39:37,INTERNET_BANKING,Carla Pereira,548.293.558-42,1194.0,9503.18,BLOQUEADA,BAIXO,14519.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,43.34,MEDIO
TRX0000724,ACC00077,ACC00042,PIX,588.49,2026-05-20T21:39:37,CAIXA,Carla Lima,959.007.354-49,1846.0,4818.93,ATIVA,MEDIO,5010.29,APROVADA,APROVADA,588.49,False,False,False,False,False,20.18,BAIXO
TRX0000725,ACC00002,ACC00050,PIX,900.98,2026-05-28T13:53:37,CAIXA,Carla Souza,764.854.420-58,1574.0,8027.31,ATIVA,MEDIO,9831.36,APROVADA,APROVADA,900.98,False,False,False,False,False,19.93,BAIXO
TRX0000726,ACC00093,ACC00116,PIX,937.77,2026-03-18T21:28:37,CAIXA,Isabela Gomes,510.698.509-42,9031.0,2772.88,ATIVA,BAIXO,23767.09,APROVADA,APROVADA,937.77,False,False,False,False,False,11.93,BAIXO
TRX0000727,ACC00032,,SAQUE,573.82,2026-03-17T11:00:37,CAIXA,Rafael Teixeira,184.547.979-90,3280.0,1218.16,ATIVA,BAIXO,5525.35,APROVADA,APROVADA,573.82,False,False,False,False,False,18.16,BAIXO
TRX0000728,ACC00022,,DEPOSITO,517.61,2026-04-01T13:22:37,APP,Marcos Lima,091.519.784-46,8062.0,4836.97,ATIVA,MEDIO,20225.2,APROVADA,APROVADA,517.61,False,False,False,False,False,16.82,BAIXO
TRX0000729,ACC00019,,CARTAO,769.28,2026-05-01T23:33:37,INTERNET_BANKING,Ana Dias,239.739.454-19,1125.0,12922.61,ATIVA,BAIXO,4363.06,APROVADA,APROVADA,769.28,False,False,False,False,False,8.61,BAIXO
TRX0000730,ACC00039,,CARTAO,382.77,2026-03-21T05:33:37,INTERNET_BANKING,Natalia Dias,092.690.001-08,6452.0,1133.62,ATIVA,MEDIO,2844.95,APROVADA,APROVADA,382.77,False,False,False,True,False,26.42,BAIXO
TRX0000731,ACC00032,,CARTAO,1813.06,2026-03-18T01:59:37,APP,Rafael Teixeira,184.547.979-90,3280.0,1218.16,ATIVA,BAIXO,5525.35,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,True,False,16.19,BAIXO
TRX0000732,ACC00026,ACC00018,PIX,3844.84,2026-05-29T22:46:37,APP,Natalia Lima,839.578.785-04,2633.0,45829.14,ATIVA,BAIXO,11282.17,APROVADA,APROVADA,3844.84,False,False,False,False,False,6.57,BAIXO
TRX0000733,ACC00051,ACC00080,PIX,881.07,2026-03-31T02:52:37,APP,Elisa Costa,299.062.121-49,6277.0,422.07,ATIVA,BAIXO,21324.33,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,True,False,10.68,BAIXO
TRX0000734,ACC00111,,BOLETO,55.49,2026-04-04T22:41:37,APP,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,35.0,MEDIO
TRX0000735,ACC00106,,CARTAO,1552.23,2026-03-16T21:02:37,ATM,Otavio Santos,003.678.310-10,8746.0,1628.17,ATIVA,MEDIO,3679.77,APROVADA,APROVADA,1552.23,False,False,False,False,False,21.3,BAIXO
TRX0000736,ACC00042,ACC00089,PIX,871.08,2026-05-26T03:24:37,APP,Gabriela Costa,307.139.545-72,6727.0,4894.15,ATIVA,ALTO,8581.55,APROVADA,APROVADA,871.08,False,False,False,True,False,28.6,BAIXO
TRX0000737,ACC00041,ACC00051,PIX,660.3,2026-03-16T17:39:37,CAIXA,Otavio Rocha,010.207.597-65,1490.0,1427.26,ATIVA,MEDIO,18175.09,APROVADA,APROVADA,660.3,False,False,False,False,False,20.05,BAIXO
TRX0000738,ACC00038,,DEPOSITO,1608.68,2026-05-12T08:43:37,APP,Natalia Silva,016.906.166-06,9072.0,5866.76,ATIVA,BAIXO,19754.05,APROVADA,APROVADA,1608.68,False,False,False,False,False,10.74,BAIXO
TRX0000739,ACC00074,,CARTAO,1841.41,2026-04-06T08:06:37,APP,Natalia Costa,660.175.192-09,1149.0,18357.71,ATIVA,BAIXO,22586.6,APROVADA,APROVADA,1841.41,False,False,False,False,False,6.4,BAIXO
TRX0000740,ACC00105,ACC00047,PIX,1029.17,2026-04-06T01:20:37,APP,Carla Martins,282.158.903-13,5804.0,1495.53,ATIVA,BAIXO,11753.44,APROVADA,APROVADA,1029.17,False,False,False,True,False,10.76,BAIXO
TRX0000741,ACC00073,,SAQUE,47.57,2026-03-16T14:44:37,INTERNET_BANKING,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.14,MEDIO
TRX0000742,ACC00099,,BOLETO,1441.76,2026-05-06T10:22:37,APP,Rafael Souza,389.907.972-71,5324.0,1054.07,ATIVA,BAIXO,8299.02,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,4.55,BAIXO
TRX0000743,ACC00091,ACC00103,PIX,1315.44,2026-04-17T04:34:37,APP,Larissa Santos,822.954.267-05,9939.0,2892.14,ATIVA,BAIXO,4532.21,APROVADA,APROVADA,1315.44,False,False,False,True,False,11.42,BAIXO
TRX0000744,ACC00089,,BOLETO,1156.17,2026-05-03T06:22:37,INTERNET_BANKING,Carla Ferreira,803.119.039-60,5184.0,4724.06,ATIVA,BAIXO,24732.19,APROVADA,APROVADA,1156.17,False,False,False,False,False,8.55,BAIXO
TRX0000745,ACC00053,,SAQUE,292.23,2026-05-26T13:39:37,APP,Marcos Silva,354.935.183-35,5488.0,2292.98,ATIVA,BAIXO,23057.44,APROVADA,APROVADA,292.23,False,False,False,False,False,8.41,BAIXO
TRX0000746,ACC00031,,BOLETO,3651.76,2026-03-05T14:31:37,APP,Carla Rocha,025.658.919-66,1855.0,18743.11,ATIVA,ALTO,4729.09,APROVADA,APROVADA,3651.76,False,False,False,False,False,27.32,BAIXO
TRX0000747,ACC00102,,DEPOSITO,1871.57,2026-04-30T11:29:37,APP,Larissa Barbosa,915.722.482-64,2006.0,907.54,ATIVA,BAIXO,14476.35,APROVADA,APROVADA,1871.57,False,False,False,False,False,11.51,BAIXO
TRX0000748,ACC00062,,SAQUE,527.09,2026-03-21T07:26:37,APP,Otavio Rocha,750.349.243-11,4288.0,1348.35,ATIVA,BAIXO,12152.08,APROVADA,APROVADA,527.09,False,False,False,False,False,7.79,BAIXO
TRX0000749,ACC00118,,BOLETO,462.59,2026-03-09T15:32:37,APP,Elisa Ribeiro,353.393.035-03,2494.0,8949.95,ATIVA,BAIXO,14722.8,APROVADA,APROVADA,462.59,False,False,False,False,False,2.57,BAIXO
TRX0000750,ACC00102,ACC00090,TED,162.25,2026-05-23T12:41:37,ATM,Larissa Barbosa,915.722.482-64,2006.0,907.54,ATIVA,BAIXO,14476.35,APROVADA,APROVADA,162.25,False,False,False,False,False,15.09,BAIXO
TRX0000751,ACC00069,,BOLETO,364.62,2026-05-19T12:53:37,ATM,Isabela Ferreira,235.294.863-27,3976.0,7263.27,ATIVA,BAIXO,18221.61,APROVADA,APROVADA,364.62,False,False,False,False,False,11.45,BAIXO
TRX0000752,ACC00099,,BOLETO,532.81,2026-05-10T13:38:37,INTERNET_BANKING,Rafael Souza,389.907.972-71,5324.0,1054.07,ATIVA,BAIXO,8299.02,APROVADA,APROVADA,532.81,False,False,False,False,False,6.7,BAIXO
TRX0000753,ACC00083,,BOLETO,164.26,2026-04-16T15:28:37,APP,Bruno Teixeira,266.481.221-23,7882.0,3550.4,BLOQUEADA,ALTO,24585.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,52.05,MEDIO
TRX0000754,ACC00087,,CARTAO,88.48,2026-04-06T02:15:37,APP,Joao Silva,735.572.322-10,9459.0,4053.37,ATIVA,BAIXO,13029.29,APROVADA,APROVADA,88.48,False,False,False,True,False,16.71,BAIXO
TRX0000755,ACC00102,ACC00002,TED,8721.09,2026-03-09T12:21:37,CAIXA,Larissa Barbosa,915.722.482-64,2006.0,907.54,ATIVA,BAIXO,14476.35,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,21.24,BAIXO
TRX0000756,ACC00029,ACC00067,PIX,320.45,2026-04-11T12:05:37,INTERNET_BANKING,Diego Ferreira,014.414.623-35,4297.0,2708.98,ATIVA,MEDIO,8476.6,APROVADA,APROVADA,320.45,False,False,False,False,False,11.21,BAIXO
TRX0000757,ACC00089,,CARTAO,271.79,2026-03-22T15:22:37,APP,Carla Ferreira,803.119.039-60,5184.0,4724.06,ATIVA,BAIXO,24732.19,APROVADA,APROVADA,271.79,False,False,False,False,False,4.5,BAIXO
TRX0000758,ACC00060,,SAQUE,254.55,2026-03-09T23:42:37,CAIXA,Marcos Souza,662.248.537-89,3690.0,637.05,ATIVA,BAIXO,22334.1,APROVADA,APROVADA,254.55,False,False,False,False,False,18.43,BAIXO
TRX0000759,ACC00020,ACC00004,PIX,1098.55,2026-04-11T01:57:37,APP,Elisa Oliveira,967.541.880-70,7650.0,3742.72,ATIVA,ALTO,10843.09,APROVADA,APROVADA,1098.55,False,False,False,True,False,28.8,BAIXO
TRX0000760,ACC00038,ACC00011,PIX,1321.5,2026-04-29T18:44:37,APP,Natalia Silva,016.906.166-06,9072.0,5866.76,ATIVA,BAIXO,19754.05,APROVADA,APROVADA,1321.5,False,False,False,False,False,1.42,BAIXO
TRX0000761,ACC00094,ACC00040,PIX,840.23,2026-03-15T01:26:37,INTERNET_BANKING,Marcos Gomes,773.485.175-57,9162.0,7641.72,ATIVA,BAIXO,11091.68,APROVADA,APROVADA,840.23,False,False,False,True,False,13.59,BAIXO
TRX0000762,ACC00101,ACC00062,PIX,413.85,2026-04-10T11:41:37,CAIXA,Diego Costa,676.113.492-19,2385.0,11933.58,ATIVA,ALTO,24549.3,APROVADA,APROVADA,413.85,False,False,False,False,False,30.32,MEDIO
TRX0000763,ACC00013,,BOLETO,1228.93,2026-04-26T18:29:37,APP,Rafael Pereira,436.520.194-44,8043.0,7741.21,ATIVA,BAIXO,23538.92,APROVADA,APROVADA,1228.93,False,False,False,False,False,4.16,BAIXO
TRX0000764,ACC00009,ACC00104,PIX,47.84,2026-04-02T00:34:37,INTERNET_BANKING,Marcos Costa,959.146.441-32,3713.0,3388.88,ATIVA,BAIXO,4273.14,APROVADA,APROVADA,47.84,False,False,False,True,False,15.49,BAIXO
TRX0000765,ACC00003,,CARTAO,245.2,2026-04-30T04:07:37,APP,Bruno Teixeira,486.771.344-05,2388.0,5365.47,ATIVA,ALTO,9156.9,APROVADA,APROVADA,245.2,False,False,False,True,False,32.65,MEDIO
TRX0000766,ACC00103,ACC00095,PIX,2129.4,2026-05-19T10:09:37,APP,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,33.0,MEDIO
TRX0000767,ACC00023,,BOLETO,211.69,2026-04-22T09:02:37,ATM,Henrique Dias,357.698.762-41,4367.0,10011.35,ATIVA,MEDIO,12166.58,APROVADA,APROVADA,211.69,False,False,False,False,False,20.18,BAIXO
TRX0000768,ACC00060,ACC00052,PIX,176.07,2026-04-02T20:03:37,INTERNET_BANKING,Marcos Souza,662.248.537-89,3690.0,637.05,ATIVA,BAIXO,22334.1,APROVADA,APROVADA,176.07,False,False,False,False,False,3.75,BAIXO
TRX0000769,ACC00024,,CARTAO,595.45,2026-05-15T18:58:37,CAIXA,Isabela Dias,229.788.918-04,6349.0,4951.27,ATIVA,BAIXO,4880.99,APROVADA,APROVADA,595.45,False,False,False,False,False,15.22,BAIXO
TRX0000770,ACC00095,ACC00026,PIX,339.39,2026-03-04T13:28:37,APP,Henrique Martins,218.036.167-63,1177.0,1198.31,ATIVA,MEDIO,21724.81,APROVADA,APROVADA,339.39,False,False,False,False,False,8.12,BAIXO
TRX0000771,ACC00055,ACC00091,TED,755.42,2026-05-13T04:26:37,APP,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,53.6,MEDIO
TRX0000772,ACC00036,ACC00104,PIX,366.03,2026-05-08T03:56:37,APP,Larissa Teixeira,078.941.288-61,2097.0,15426.3,ATIVA,BAIXO,12176.47,APROVADA,APROVADA,366.03,False,False,False,True,False,10.08,BAIXO
TRX0000773,ACC00074,,BOLETO,384.32,2026-05-05T10:31:37,APP,Natalia Costa,660.175.192-09,1149.0,18357.71,ATIVA,BAIXO,22586.6,APROVADA,APROVADA,384.32,False,False,False,False,False,2.87,BAIXO
TRX0000774,ACC00047,ACC00059,PIX,172.84,2026-03-29T05:45:37,APP,Gabriela Martins,010.088.800-25,4006.0,2757.82,ATIVA,MEDIO,1845.05,APROVADA,APROVADA,172.84,False,False,False,True,False,18.94,BAIXO
TRX0000775,ACC00086,,CARTAO,349.26,2026-05-26T08:33:37,APP,Gabriela Barbosa,287.132.186-16,4721.0,6003.06,ATIVA,MEDIO,21506.36,APROVADA,APROVADA,349.26,False,False,False,False,False,11.89,BAIXO
TRX0000776,ACC00041,ACC00079,PIX,280.91,2026-05-23T21:13:37,APP,Otavio Rocha,010.207.597-65,1490.0,1427.26,ATIVA,MEDIO,18175.09,APROVADA,APROVADA,280.91,False,False,False,False,False,8.13,BAIXO
TRX0000777,ACC00015,,CARTAO,2293.34,2026-05-01T04:20:37,APP,Felipe Barbosa,661.226.779-73,1969.0,2323.04,ATIVA,BAIXO,14539.03,APROVADA,APROVADA,2293.34,False,False,False,True,False,17.61,BAIXO
TRX0000778,ACC00023,,BOLETO,530.86,2026-03-30T05:11:37,CAIXA,Henrique Dias,357.698.762-41,4367.0,10011.35,ATIVA,MEDIO,12166.58,APROVADA,APROVADA,530.86,False,False,False,True,False,33.04,MEDIO
TRX0000779,ACC00118,ACC00011,PIX,844.82,2026-04-22T13:40:37,APP,Elisa Ribeiro,353.393.035-03,2494.0,8949.95,ATIVA,BAIXO,14722.8,APROVADA,APROVADA,844.82,False,False,False,False,False,0.47,BAIXO
TRX0000780,ACC00041,ACC00040,PIX,302.02,2026-03-16T16:45:37,APP,Otavio Rocha,010.207.597-65,1490.0,1427.26,ATIVA,MEDIO,18175.09,APROVADA,APROVADA,302.02,False,False,False,False,False,8.04,BAIXO
TRX0000781,ACC00048,ACC00066,PIX,695.65,2026-04-29T22:56:37,INTERNET_BANKING,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,41.44,MEDIO
TRX0000782,ACC00077,ACC00050,PIX,155.93,2026-04-17T14:05:37,INTERNET_BANKING,Carla Lima,959.007.354-49,1846.0,4818.93,ATIVA,MEDIO,5010.29,APROVADA,APROVADA,155.93,False,False,False,False,False,12.12,BAIXO
TRX0000783,ACC00063,ACC00089,TED,1722.39,2026-03-13T06:33:37,APP,Rafael Ribeiro,834.489.975-59,3560.0,3383.18,ATIVA,BAIXO,22863.02,APROVADA,APROVADA,1722.39,False,False,False,False,False,8.15,BAIXO
TRX0000784,ACC00120,,BOLETO,213.3,2026-05-11T16:01:37,INTERNET_BANKING,Rafael Almeida,609.695.003-71,8668.0,594.25,ATIVA,BAIXO,19986.27,APROVADA,APROVADA,213.3,False,False,False,False,False,7.48,BAIXO
TRX0000785,ACC00037,,CARTAO,1940.56,2026-05-01T07:02:37,APP,Marcos Silva,429.434.035-97,8030.0,1020.97,ENCERRADA,MEDIO,8171.85,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,44.68,MEDIO
TRX0000786,ACC00080,ACC00046,PIX,1702.63,2026-03-21T22:00:37,APP,Henrique Almeida,299.387.986-36,3871.0,63638.14,ATIVA,BAIXO,15641.71,APROVADA,APROVADA,1702.63,False,False,False,False,False,2.2,BAIXO
